municipio_key,municipio_label,codigo_ibge,grafias_distintas,n_arts,uf,confiabilidade_municipio,exemplos_grafias
CABO DE SANTO AGOSTINHO,Cabo De Santo Agostinho,Informação insuficiente para verificar,1,7,PE,baixa,CABO DE SANTO AGOSTINHO
PEDRO AVELINO,Pedro Avelino,Informação insuficiente para verificar,1,7,RN,baixa,PEDRO AVELINO
NATAL,Natal,Informação insuficiente para verificar,1,7,RN,baixa,NATAL
AREMBEPE (CAMACARI),Arembepe (Camacari),Informação insuficiente para verificar,1,7,BA,baixa,AREMBEPE (CAMAÇARI)
SAO JOSE DA VITORIA,Sao Jose Da Vitoria,Informação insuficiente para verificar,1,7,BA,baixa,SÃO JOSÉ DA VITÓRIA
IGUA - DISTRITO,Igua - Distrito,Informação insuficiente para verificar,1,7,BA,baixa,IGUÁ - Distrito
IPATINGA,Ipatinga,Informação insuficiente para verificar,1,7,MG,baixa,IPATINGA
PARNAGUA,Parnagua,Informação insuficiente para verificar,1,7,PI,baixa,PARNAGUÁ
ACARI,Acari,Informação insuficiente para verificar,1,7,RN,baixa,ACARI
JATOBA,Jatoba,Informação insuficiente para verificar,1,6,PE,baixa,JATOBÁ
VITORIA,Vitoria,Informação insuficiente para verificar,1,6,ES,baixa,VITÓRIA
PEDRA GRANDE,Pedra Grande,Informação insuficiente para verificar,1,6,RN,baixa,PEDRA GRANDE
MARACANAU,Maracanau,Informação insuficiente para verificar,1,6,CE,baixa,MARACANAÚ
CONTAGEM,Contagem,Informação insuficiente para verificar,1,6,MG,baixa,CONTAGEM
BAIXA GRANDE DO RIBEIRO,Baixa Grande Do Ribeiro,Informação insuficiente para verificar,1,6,PI,baixa,BAIXA GRANDE DO RIBEIRO
POCO REDONDO,Poco Redondo,Informação insuficiente para verificar,1,6,SE,baixa,POÇO REDONDO
LAGOA PRETA - DISTRITO,Lagoa Preta - Distrito,Informação insuficiente para verificar,1,6,BA,baixa,LAGOA PRETA - Distrito
BETIM,Betim,Informação insuficiente para verificar,1,6,MG,baixa,BETIM
ITAMARI,Itamari,Informação insuficiente para verificar,1,6,BA,baixa,ITAMARI
SALINOPOLIS,Salinopolis,Informação insuficiente para verificar,1,6,BA; PA,baixa,SALINÓPOLIS
IPOJUCA,Ipojuca,Informação insuficiente para verificar,2,6,PE,baixa,IPOJUCA; Ipojuca
BOM CONSELHO,Bom Conselho,Informação insuficiente para verificar,1,6,PE,baixa,BOM CONSELHO
PETROLANDIA,Petrolandia,Informação insuficiente para verificar,1,6,PE,baixa,PETROLÂNDIA
SAO GONCALO DO AMARANTE,Sao Goncalo Do Amarante,Informação insuficiente para verificar,1,5,CE; RN,baixa,SÃO GONÇALO DO AMARANTE
NOSSA SENHORA DO SOCORRO,Nossa Senhora Do Socorro,Informação insuficiente para verificar,1,5,SE,baixa,NOSSA SENHORA DO SOCORRO
SAO SEBASTIAO - DISTRITO,Sao Sebastiao - Distrito,Informação insuficiente para verificar,1,5,BA,baixa,SÃO SEBASTIÃO - Distrito
DOM ELISEU,Dom Eliseu,Informação insuficiente para verificar,1,5,PA,baixa,DOM ELISEU
DIAS D,Dias D,Informação insuficiente para verificar,3,5,BA,baixa,DIAS D; Dias D; Dias d
BARRA DO POJUCA,Barra Do Pojuca,Informação insuficiente para verificar,1,5,BA,baixa,BARRA DO POJUCA
AGUAS LINDAS DE GOIAS,Aguas Lindas De Goias,Informação insuficiente para verificar,1,5,GO,baixa,ÁGUAS LINDAS DE GOIÁS
LAGOA GRANDE - DISTRITO,Lagoa Grande - Distrito,Informação insuficiente para verificar,1,5,BA,baixa,LAGOA GRANDE - Distrito
ULIANOPOLIS,Ulianopolis,Informação insuficiente para verificar,1,5,PA,baixa,ULIANÓPOLIS
GOVERNADOR VALADARES,Governador Valadares,Informação insuficiente para verificar,1,5,MG,baixa,GOVERNADOR VALADARES
CATU DE ABRANTES,Catu De Abrantes,Informação insuficiente para verificar,1,5,BA,baixa,CATU DE ABRANTES
QUARACU - DISTRITO,Quaracu - Distrito,Informação insuficiente para verificar,1,5,BA,baixa,QUARAÇU - Distrito
ESTANCIA,Estancia,Informação insuficiente para verificar,1,5,SE,baixa,ESTÂNCIA
BOM JESUS,Bom Jesus,Informação insuficiente para verificar,1,5,PI,baixa,BOM JESUS
JUNCO - DISTRITO,Junco - Distrito,Informação insuficiente para verificar,1,5,BA,baixa,JUNCO - Distrito
SANTO ANTONIO DE BARCELONA - DISTRITO,Santo Antonio De Barcelona - Distrito,Informação insuficiente para verificar,1,5,BA,baixa,SANTO ANTÔNIO DE BARCELONA - Distrito
SAO JOAO DO PIAUI,Sao Joao Do Piaui,Informação insuficiente para verificar,1,5,PI,baixa,SÃO JOÃO DO PIAUÍ
CAROBA - DISTRITO,Caroba - Distrito,Informação insuficiente para verificar,1,5,BA,baixa,CAROBA - Distrito
JUAZEIRO DO NORTE,Juazeiro Do Norte,Informação insuficiente para verificar,1,5,CE,baixa,JUAZEIRO DO NORTE
ITABORAI,Itaborai,Informação insuficiente para verificar,1,5,RJ,baixa,ITABORAÍ
CANINDE DE SAO FRANCISCO,Caninde De Sao Francisco,Informação insuficiente para verificar,1,5,SE,baixa,CANINDÉ DE SÃO FRANCISCO
BALSAS,Balsas,Informação insuficiente para verificar,1,5,MA,baixa,BALSAS
CURRAIS NOVOS,Currais Novos,Informação insuficiente para verificar,1,5,RN,baixa,CURRAIS NOVOS
ANTONIO MARTINS,Antonio Martins,Informação insuficiente para verificar,1,5,RN,baixa,ANTÔNIO MARTINS
CATINGA DO MOURA - DISTRITO,Catinga Do Moura - Distrito,Informação insuficiente para verificar,1,5,BA,baixa,CATINGA DO MOURA - Distrito
AGRESTINA,Agrestina,Informação insuficiente para verificar,1,5,PE,baixa,AGRESTINA
JARDIM DO SERIDO,Jardim Do Serido,Informação insuficiente para verificar,1,5,RN,baixa,JARDIM DO SERIDÓ
PALMEIROPOLIS,Palmeiropolis,Informação insuficiente para verificar,1,5,TO,baixa,PALMEIRÓPOLIS
AGUA CLARA,Agua Clara,Informação insuficiente para verificar,1,5,MS,baixa,ÁGUA CLARA
BONFIM DA FEIRA - DISTRITO,Bonfim Da Feira - Distrito,Informação insuficiente para verificar,1,5,BA,baixa,BONFIM DA FEIRA - Distrito
SOORETAMA,Sooretama,Informação insuficiente para verificar,1,5,ES,baixa,SOORETAMA
ITANAGE - DISTRITO,Itanage - Distrito,Informação insuficiente para verificar,1,5,BA,baixa,ITANAGÉ - Distrito
JUCURUTU,Jucurutu,Informação insuficiente para verificar,1,5,RN,baixa,JUCURUTU
PORTO ALEGRE,Porto Alegre,Informação insuficiente para verificar,1,5,RS,baixa,PORTO ALEGRE
SANTO ANTONIO,Santo Antonio,Informação insuficiente para verificar,1,5,BA,baixa,SANTO ANTÔNIO
SAO TOME,Sao Tome,Informação insuficiente para verificar,1,5,RN,baixa,SÃO TOMÉ
CIDADE OCIDENTAL,Cidade Ocidental,Informação insuficiente para verificar,1,5,BA; GO,baixa,CIDADE OCIDENTAL
AMONTADA,Amontada,Informação insuficiente para verificar,1,5,CE,baixa,AMONTADA
PIRACICABA,Piracicaba,Informação insuficiente para verificar,1,5,SP,baixa,PIRACICABA
JOAO PESSOA,Joao Pessoa,Informação insuficiente para verificar,1,5,PB,baixa,JOÃO PESSOA
ARACATI,Aracati,Informação insuficiente para verificar,1,5,CE,baixa,ARACATI
CAJAZEIRAS,Cajazeiras,Informação insuficiente para verificar,1,4,PB,baixa,CAJAZEIRAS
INDIAROBA,Indiaroba,Informação insuficiente para verificar,1,4,SE,baixa,INDIAROBA
NITEROI,Niteroi,Informação insuficiente para verificar,1,4,RJ,baixa,NITERÓI
SITIO GRANDE - DISTRITO,Sitio Grande - Distrito,Informação insuficiente para verificar,1,4,BA,baixa,SÍTIO GRANDE - Distrito
NOVO TRIUNFO,Novo Triunfo,Informação insuficiente para verificar,2,4,BA,baixa,NOVO TRIUNFO; Novo Triunfo
VITORIA DE SANTO ANTAO,Vitoria De Santo Antao,Informação insuficiente para verificar,1,4,PE,baixa,VITÓRIA DE SANTO ANTÃO
INHOBIM - DISTRITO,Inhobim - Distrito,Informação insuficiente para verificar,1,4,BA,baixa,INHOBIM - Distrito
GOVERNADOR DIX-SEPT ROSADO,Governador Dix-Sept Rosado,Informação insuficiente para verificar,1,4,RN,baixa,GOVERNADOR DIX-SEPT ROSADO
SAO MIGUEL DO GOSTOSO,Sao Miguel Do Gostoso,Informação insuficiente para verificar,1,4,RN,baixa,SÃO MIGUEL DO GOSTOSO
CAMPINAS,Campinas,Informação insuficiente para verificar,1,4,SP,baixa,CAMPINAS
HUMILDES (FEIRA DE SANTANA),Humildes (Feira De Santana),Informação insuficiente para verificar,1,4,BA,baixa,HUMILDES (FEIRA DE SANTANA)
PINHOES - DISTRITO,Pinhoes - Distrito,Informação insuficiente para verificar,1,4,BA,baixa,PINHÕES - Distrito
SAO VICENTE,Sao Vicente,Informação insuficiente para verificar,1,4,RN,baixa,SÃO VICENTE
ARRAIAL D,Arraial D,Informação insuficiente para verificar,1,4,BA,baixa,Arraial D
TRANCOSO (PORTO SEGURO),Trancoso (Porto Seguro),Informação insuficiente para verificar,1,4,BA,baixa,TRANCOSO (PORTO SEGURO)
PILOES,Piloes,Informação insuficiente para verificar,1,4,RN,baixa,PILÕES
CAICO,Caico,Informação insuficiente para verificar,1,4,RN,baixa,CAICÓ
QUIXERAMOBIM,Quixeramobim,Informação insuficiente para verificar,1,4,CE,baixa,QUIXERAMOBIM
MARINGA,Maringa,Informação insuficiente para verificar,1,4,PR,baixa,MARINGÁ
MACAE,Macae,Informação insuficiente para verificar,1,4,RJ,baixa,MACAÉ
TOUROS,Touros,Informação insuficiente para verificar,1,4,RN,baixa,TOUROS
ARITAGUA - DISTRITO,Aritagua - Distrito,Informação insuficiente para verificar,1,4,BA,baixa,ARITAGUÁ - Distrito
NOVA ALEGRIA - DISTRITO,Nova Alegria - Distrito,Informação insuficiente para verificar,1,4,BA,baixa,NOVA ALEGRIA - Distrito
NARANDIBA - DISTRITO,Narandiba - Distrito,Informação insuficiente para verificar,1,4,BA,baixa,NARANDIBA - Distrito
MARABA,Maraba,Informação insuficiente para verificar,1,4,PA,baixa,MARABÁ
ARACRUZ,Aracruz,Informação insuficiente para verificar,1,4,ES,baixa,ARACRUZ
SIMAO DIAS,Simao Dias,Informação insuficiente para verificar,1,4,SE,baixa,SIMÃO DIAS
CAETE,Caete,Informação insuficiente para verificar,1,4,MG,baixa,CAETÉ
CANOAS,Canoas,Informação insuficiente para verificar,1,4,RS,baixa,CANOAS
PENDENCIAS,Pendencias,Informação insuficiente para verificar,1,4,RN,baixa,PENDÊNCIAS
CATINGAL - DISTRITO,Catingal - Distrito,Informação insuficiente para verificar,1,4,BA,baixa,CATINGAL - Distrito
LAJEADO,Lajeado,Informação insuficiente para verificar,1,4,TO,baixa,LAJEADO
ANGICO,Angico,Informação insuficiente para verificar,1,4,TO,baixa,ANGICO
SANTO ANDRE,Santo Andre,Informação insuficiente para verificar,1,3,SP,baixa,SANTO ANDRÉ
PARNAMIRIM,Parnamirim,Informação insuficiente para verificar,1,3,PE; RN,baixa,PARNAMIRIM
FERRAZ DE VASCONCELOS,Ferraz De Vasconcelos,Informação insuficiente para verificar,1,3,SP,baixa,FERRAZ DE VASCONCELOS
BARAUNAS - DISTRITO,Baraunas - Distrito,Informação insuficiente para verificar,1,3,BA,baixa,BARAÚNAS - Distrito
ITATIAIUCU,Itatiaiucu,Informação insuficiente para verificar,1,3,MG,baixa,ITATIAIUÇU
NOVA ROMA,Nova Roma,Informação insuficiente para verificar,1,3,GO,baixa,NOVA ROMA
MATINHA,Matinha,Informação insuficiente para verificar,1,3,BA,baixa,MATINHA
LUCAIA - DISTRITO,Lucaia - Distrito,Informação insuficiente para verificar,1,3,BA,baixa,LUCAIA - Distrito
PIRANHAS,Piranhas,Informação insuficiente para verificar,1,3,AL,baixa,PIRANHAS
PAO DE ACUCAR,Pao De Acucar,Informação insuficiente para verificar,1,3,AL,baixa,PÃO DE AÇÚCAR
URUCUI,Urucui,Informação insuficiente para verificar,1,3,PI,baixa,URUÇUÍ
BOA ESPERANCA,Boa Esperanca,Informação insuficiente para verificar,1,3,ES; MG,baixa,BOA ESPERANÇA
SANTOS,Santos,Informação insuficiente para verificar,1,3,SP,baixa,SANTOS
LUZIANIA,Luziania,Informação insuficiente para verificar,1,3,GO,baixa,LUZIÂNIA
CRISTINAPOLIS,Cristinapolis,Informação insuficiente para verificar,1,3,SE,baixa,CRISTINÁPOLIS
PARARI,Parari,Informação insuficiente para verificar,1,3,PB,baixa,PARARI
SANTA RITA DO ITUETO,Santa Rita Do Itueto,Informação insuficiente para verificar,1,3,MG,baixa,SANTA RITA DO ITUETO
COLATINA,Colatina,Informação insuficiente para verificar,1,3,BA; ES,baixa,COLATINA
TRAIRAO,Trairao,Informação insuficiente para verificar,1,3,PA,baixa,TRAIRÃO
TRES MARIAS,Tres Marias,Informação insuficiente para verificar,1,3,MG,baixa,TRÊS MARIAS
JUNDIAI,Jundiai,Informação insuficiente para verificar,1,3,SP,baixa,JUNDIAÍ
ARAPIRACA,Arapiraca,Informação insuficiente para verificar,1,3,AL,baixa,ARAPIRACA
S JOSE CAMPOS,S Jose Campos,Informação insuficiente para verificar,1,3,SP,baixa,S JOSÉ CAMPOS
CORUMBA,Corumba,Informação insuficiente para verificar,1,3,MS,baixa,CORUMBÁ
COTIA,Cotia,Informação insuficiente para verificar,1,3,SP,baixa,COTIA
ITAITU - DISTRITO,Itaitu - Distrito,Informação insuficiente para verificar,1,3,BA,baixa,ITAÍTU - Distrito
GUAMARE,Guamare,Informação insuficiente para verificar,1,3,RN,baixa,GUAMARÉ
COREAU,Coreau,Informação insuficiente para verificar,1,3,CE,baixa,COREAÚ
CAMASSANDI - DISTRITO,Camassandi - Distrito,Informação insuficiente para verificar,1,3,BA,baixa,CAMASSANDI - Distrito
ITUPEVA - DISTRITO,Itupeva - Distrito,Informação insuficiente para verificar,1,3,BA,baixa,ITUPEVA - Distrito
TOBIAS BARRETO,Tobias Barreto,Informação insuficiente para verificar,1,3,SE,baixa,TOBIAS BARRETO
GARANHUNS,Garanhuns,Informação insuficiente para verificar,1,3,PE,baixa,GARANHUNS
JOAO CAMARA,Joao Camara,Informação insuficiente para verificar,1,3,RN,baixa,JOÃO CÂMARA
LAGOA JOSE LUIS,Lagoa Jose Luis,Informação insuficiente para verificar,1,3,BA,baixa,LAGOA JOSÉ LUÍS
CARRAPICHEL (SENHOR DO BONFIM),Carrapichel (Senhor Do Bonfim),Informação insuficiente para verificar,1,3,BA,baixa,CARRAPICHEL (SENHOR DO BONFIM)
MOGI DAS CRUZES,Mogi Das Cruzes,Informação insuficiente para verificar,1,3,SP,baixa,MOGI DAS CRUZES
CUIABA,Cuiaba,Informação insuficiente para verificar,1,3,MT,baixa,CUIABÁ
FELIPE GUERRA,Felipe Guerra,Informação insuficiente para verificar,1,3,RN,baixa,FELIPE GUERRA
BURITI DOS LOPES,Buriti Dos Lopes,Informação insuficiente para verificar,1,3,PI,baixa,BURITI DOS LOPES
INHANGAPI,Inhangapi,Informação insuficiente para verificar,1,3,BA,baixa,INHANGAPI
JEQUITINHONHA,Jequitinhonha,Informação insuficiente para verificar,1,3,MG,baixa,JEQUITINHONHA
NANUQUE,Nanuque,Informação insuficiente para verificar,1,3,MG,baixa,NANUQUE
BANABUIU,Banabuiu,Informação insuficiente para verificar,1,3,CE,baixa,BANABUIÚ
SAO CRISTOVAO,Sao Cristovao,Informação insuficiente para verificar,1,3,SE,baixa,SÃO CRISTÓVÃO
ENGENHEIRO PONTES - DISTRITO,Engenheiro Pontes - Distrito,Informação insuficiente para verificar,1,3,BA,baixa,ENGENHEIRO PONTES - Distrito
ILHA DOS FRADES,Ilha Dos Frades,Informação insuficiente para verificar,1,3,BA,baixa,ILHA DOS FRADES
ALCINOPOLIS,Alcinopolis,Informação insuficiente para verificar,1,3,MS,baixa,ALCINÓPOLIS
ARIPUANA,Aripuana,Informação insuficiente para verificar,1,3,MT,baixa,ARIPUANÃ
BRUMADINHO,Brumadinho,Informação insuficiente para verificar,1,3,MG,baixa,BRUMADINHO
GOVERNADOR JOAO DURVAL CARNEIRO - DISTRITO,Governador Joao Durval Carneiro - Distrito,Informação insuficiente para verificar,1,3,BA,baixa,GOVERNADOR JOÃO DURVAL CARNEIRO - Distrito
TAIPU,Taipu,Informação insuficiente para verificar,1,3,RN,baixa,TAIPU
CORDEIROPOLIS,Cordeiropolis,Informação insuficiente para verificar,1,3,SP,baixa,CORDEIRÓPOLIS
MATEIROS,Mateiros,Informação insuficiente para verificar,1,3,BA; TO,baixa,MATEIROS
JACUNDA,Jacunda,Informação insuficiente para verificar,1,3,PA,baixa,JACUNDÁ
ABAETETUBA,Abaetetuba,Informação insuficiente para verificar,1,3,PA,baixa,ABAETETUBA
SAO JOSE DOS CAMPOS,Sao Jose Dos Campos,Informação insuficiente para verificar,1,3,SP,baixa,SÃO JOSÉ DOS CAMPOS
RODA VELHA,Roda Velha,Informação insuficiente para verificar,1,3,BA,baixa,Roda Velha
VELHA BOIPEBA - DISTRITO,Velha Boipeba - Distrito,Informação insuficiente para verificar,1,3,BA,baixa,VELHA BOIPEBA - Distrito
CAUCAIA,Caucaia,Informação insuficiente para verificar,1,3,CE,baixa,CAUCAIA
BOQUIM,Boquim,Informação insuficiente para verificar,1,3,SE,baixa,BOQUIM
JATAUBA,Jatauba,Informação insuficiente para verificar,1,3,PE,baixa,JATAÚBA
SANTO AGOSTINHO - DISTRITO,Santo Agostinho - Distrito,Informação insuficiente para verificar,1,3,PE,baixa,SANTO AGOSTINHO - Distrito
PAULISTA,Paulista,Informação insuficiente para verificar,1,3,PE,baixa,PAULISTA
ARRAIAL D AJUDA (PORTO SEGURO),Arraial D Ajuda (Porto Seguro),Informação insuficiente para verificar,1,3,BA,baixa,ARRAIAL D AJUDA (PORTO SEGURO)
BEBERIBE,Beberibe,Informação insuficiente para verificar,1,3,CE,baixa,BEBERIBE
ANAPOLIS,Anapolis,Informação insuficiente para verificar,1,3,GO,baixa,ANÁPOLIS
BOA VISTA,Boa Vista,Informação insuficiente para verificar,1,3,BA; RR,baixa,BOA VISTA
PORTO SAUIPE (ENTRE RIOS),Porto Sauipe (Entre Rios),Informação insuficiente para verificar,1,3,BA,baixa,PORTO SAUÍPE (ENTRE RIOS)
NOVA VENECIA,Nova Venecia,Informação insuficiente para verificar,1,3,ES,baixa,NOVA VENÉCIA
RIACHO DA GUIA - DISTRITO,Riacho Da Guia - Distrito,Informação insuficiente para verificar,1,3,BA,baixa,RIACHO DA GUIA - Distrito
PRADOSO - DISTRITO,Pradoso - Distrito,Informação insuficiente para verificar,1,3,BA,baixa,PRADOSO - Distrito
OCARA,Ocara,Informação insuficiente para verificar,1,3,CE,baixa,OCARA
VEREDINHA - DISTRITO,Veredinha - Distrito,Informação insuficiente para verificar,1,3,BA,baixa,VEREDINHA - Distrito
COTRIGUACU,Cotriguacu,Informação insuficiente para verificar,1,3,MT,baixa,COTRIGUAÇU
GAMBOA - DISTRITO,Gamboa - Distrito,Informação insuficiente para verificar,1,3,BA,baixa,GAMBOA - Distrito
BOTUCATU,Botucatu,Informação insuficiente para verificar,1,3,SP,baixa,BOTUCATU
MIRASSOL D OESTE,Mirassol D Oeste,Informação insuficiente para verificar,1,3,MT,baixa,MIRASSOL D OESTE
SENADOR ELOI DE SOUZA,Senador Eloi De Souza,Informação insuficiente para verificar,1,3,RN,baixa,SENADOR ELÓI DE SOUZA
CARNAUBAIS,Carnaubais,Informação insuficiente para verificar,1,3,RN,baixa,CARNAUBAIS
ITAJA,Itaja,Informação insuficiente para verificar,1,3,RN,baixa,ITAJÁ
APARECIDA DO TABOADO,Aparecida Do Taboado,Informação insuficiente para verificar,1,3,MS,baixa,APARECIDA DO TABOADO
CAMARAGIBE,Camaragibe,Informação insuficiente para verificar,1,2,PE,baixa,CAMARAGIBE
MARITUBA,Marituba,Informação insuficiente para verificar,1,2,PA,baixa,MARITUBA
ALUMINIO,Aluminio,Informação insuficiente para verificar,1,2,SP,baixa,ALUMÍNIO
CARMOPOLIS,Carmopolis,Informação insuficiente para verificar,1,2,SE,baixa,CARMÓPOLIS
DIVISA ALEGRE,Divisa Alegre,Informação insuficiente para verificar,1,2,MG,baixa,DIVISA ALEGRE
RIACHO DA GUIA (ALAGOINHAS),Riacho Da Guia (Alagoinhas),Informação insuficiente para verificar,1,2,BA,baixa,RIACHO DA GUIA (ALAGOINHAS)
ARUJA,Aruja,Informação insuficiente para verificar,1,2,SP,baixa,ARUJÁ
AFRANIO,Afranio,Informação insuficiente para verificar,1,2,PE,baixa,AFRÂNIO
LAMARAO DO PASSE,Lamarao Do Passe,Informação insuficiente para verificar,1,2,BA,baixa,Lamarão do Passe
DUQUE DE CAXIAS,Duque De Caxias,Informação insuficiente para verificar,1,2,RJ,baixa,DUQUE DE CAXIAS
HUMILDES,Humildes,Informação insuficiente para verificar,2,2,BA,baixa,HUMILDES; Humildes
CABROBO,Cabrobo,Informação insuficiente para verificar,1,2,PE,baixa,CABROBÓ
INDAIATUBA,Indaiatuba,Informação insuficiente para verificar,1,2,SP,baixa,INDAIATUBA
PALMAS,Palmas,Informação insuficiente para verificar,1,2,TO,baixa,PALMAS
CACHOEIRA DO MATO - DISTRITO,Cachoeira Do Mato - Distrito,Informação insuficiente para verificar,1,2,BA,baixa,CACHOEIRA DO MATO - Distrito
GUARIBAS,Guaribas,Informação insuficiente para verificar,1,2,PI,baixa,GUARIBAS
ABRANTES,Abrantes,Informação insuficiente para verificar,1,2,BA,baixa,Abrantes
PEREIRO,Pereiro,Informação insuficiente para verificar,1,2,CE,baixa,PEREIRO
SANTAREM,Santarem,Informação insuficiente para verificar,1,2,PA,baixa,SANTARÉM
MARIA QUITERIA (FEIRA DE SANTANA),Maria Quiteria (Feira De Santana),Informação insuficiente para verificar,1,2,BA,baixa,MARIA QUITÉRIA (FEIRA DE SANTANA)
GRAMADO,Gramado,Informação insuficiente para verificar,1,2,RS,baixa,GRAMADO
VARZEA GRANDE,Varzea Grande,Informação insuficiente para verificar,1,2,MT,baixa,VÁRZEA GRANDE
CUBATAO,Cubatao,Informação insuficiente para verificar,1,2,SP,baixa,CUBATÃO
PATAIBA - DISTRITO,Pataiba - Distrito,Informação insuficiente para verificar,1,2,BA,baixa,PATAÍBA - Distrito
ANANINDEUA,Ananindeua,Informação insuficiente para verificar,1,2,PA,baixa,ANANINDEUA
CURRAIS,Currais,Informação insuficiente para verificar,1,2,PI,baixa,CURRAIS
SEBASTIAO LEAL,Sebastiao Leal,Informação insuficiente para verificar,1,2,PI,baixa,SEBASTIÃO LEAL
PORTO NACIONAL,Porto Nacional,Informação insuficiente para verificar,1,2,TO,baixa,PORTO NACIONAL
SAO LUIS DE MONTES BELOS,Sao Luis De Montes Belos,Informação insuficiente para verificar,1,2,GO,baixa,SÃO LUÍS DE MONTES BELOS
JARAGUA,Jaragua,Informação insuficiente para verificar,1,2,GO,baixa,JARAGUÁ
LAJES,Lajes,Informação insuficiente para verificar,1,2,RN,baixa,LAJES
ATIBAIA,Atibaia,Informação insuficiente para verificar,1,2,SP,baixa,ATIBAIA
DIVISOPOLIS,Divisopolis,Informação insuficiente para verificar,1,2,MG,baixa,DIVISÓPOLIS
ROSARIO DO CATETE,Rosario Do Catete,Informação insuficiente para verificar,1,2,SE,baixa,ROSÁRIO DO CATETE
ITAITUBA,Itaituba,Informação insuficiente para verificar,1,2,PA,baixa,ITAITUBA
SERRA DO MEL,Serra Do Mel,Informação insuficiente para verificar,1,2,RN,baixa,SERRA DO MEL
BAYEUX,Bayeux,Informação insuficiente para verificar,1,2,PB,baixa,BAYEUX
PORTO NOVO - DISTRITO,Porto Novo - Distrito,Informação insuficiente para verificar,1,2,BA,baixa,PORTO NOVO - Distrito
SERRA DE SAO BENTO,Serra De Sao Bento,Informação insuficiente para verificar,1,2,RN,baixa,SERRA DE SÃO BENTO
RIO BANANAL,Rio Bananal,Informação insuficiente para verificar,1,2,ES,baixa,RIO BANANAL
SANTA FILOMENA,Santa Filomena,Informação insuficiente para verificar,1,2,PI,baixa,SANTA FILOMENA
CASTELO DOS SONHOS - DISTRITO,Castelo Dos Sonhos - Distrito,Informação insuficiente para verificar,1,2,PA,baixa,CASTELO DOS SONHOS - Distrito
CARAI,Carai,Informação insuficiente para verificar,1,2,MG,baixa,CARAÍ
BARRINHA,Barrinha,Informação insuficiente para verificar,1,2,SP,baixa,BARRINHA
JAIBA,Jaiba,Informação insuficiente para verificar,1,2,MG,baixa,JAÍBA
PREVENIDO - DISTRITO,Prevenido - Distrito,Informação insuficiente para verificar,1,2,BA,baixa,PREVENIDO - Distrito
CRATEUS,Crateus,Informação insuficiente para verificar,1,2,CE,baixa,CRATEÚS
SAO JOSE DO RIO GRANDE - DISTRITO,Sao Jose Do Rio Grande - Distrito,Informação insuficiente para verificar,1,2,BA,baixa,SÃO JOSÉ DO RIO GRANDE - Distrito
CASTANHAL,Castanhal,Informação insuficiente para verificar,1,2,PA,baixa,CASTANHAL
OURILANDIA DO NORTE,Ourilandia Do Norte,Informação insuficiente para verificar,1,2,PA,baixa,OURILÂNDIA DO NORTE
SAO GONCALO DO PIAUI,Sao Goncalo Do Piaui,Informação insuficiente para verificar,1,2,PI,baixa,SÃO GONÇALO DO PIAUÍ
JUNCO DO SERIDO,Junco Do Serido,Informação insuficiente para verificar,1,2,PB,baixa,JUNCO DO SERIDÓ
MINACU,Minacu,Informação insuficiente para verificar,1,2,GO,baixa,MINAÇU
ALTOS,Altos,Informação insuficiente para verificar,1,2,PI,baixa,ALTOS
VENDA NOVA DO IMIGRANTE,Venda Nova Do Imigrante,Informação insuficiente para verificar,1,2,ES,baixa,VENDA NOVA DO IMIGRANTE
PONTE NOVA,Ponte Nova,Informação insuficiente para verificar,1,2,MG,baixa,PONTE NOVA
SALGUEIRO,Salgueiro,Informação insuficiente para verificar,1,2,PE,baixa,SALGUEIRO
RIO PARDO DE MINAS,Rio Pardo De Minas,Informação insuficiente para verificar,1,2,MG,baixa,RIO PARDO DE MINAS
ARAGUAIANA,Araguaiana,Informação insuficiente para verificar,1,2,MT,baixa,ARAGUAIANA
ITAPIREMA,Itapirema,Informação insuficiente para verificar,1,2,BA,baixa,ITAPIREMA
TAIOBEIRAS,Taiobeiras,Informação insuficiente para verificar,1,2,MG,baixa,TAIOBEIRAS
MONTE ALEGRE,Monte Alegre,Informação insuficiente para verificar,1,2,RN,baixa,MONTE ALEGRE
PALAME - DISTRITO,Palame - Distrito,Informação insuficiente para verificar,1,2,BA,baixa,PALAME - Distrito
MARIANA,Mariana,Informação insuficiente para verificar,1,2,MG,baixa,MARIANA
CATOLES - DISTRITO,Catoles - Distrito,Informação insuficiente para verificar,1,2,BA,baixa,CATOLÉS - Distrito
ROLANDIA,Rolandia,Informação insuficiente para verificar,1,2,PR,baixa,ROLÂNDIA
POCINHOS,Pocinhos,Informação insuficiente para verificar,1,2,PB,baixa,POCINHOS
ALEXANDRIA,Alexandria,Informação insuficiente para verificar,1,2,RN,baixa,ALEXANDRIA
PARANAIBA,Paranaiba,Informação insuficiente para verificar,1,2,MS,baixa,PARANAÍBA
JARAGUARI,Jaraguari,Informação insuficiente para verificar,1,2,MS,baixa,JARAGUARI
SALTO DA DIVISA,Salto Da Divisa,Informação insuficiente para verificar,1,2,MG,baixa,SALTO DA DIVISA
VENTUROSA,Venturosa,Informação insuficiente para verificar,1,2,PE,baixa,VENTUROSA
PESQUEIRA,Pesqueira,Informação insuficiente para verificar,1,2,PE,baixa,PESQUEIRA
CABEDELO,Cabedelo,Informação insuficiente para verificar,1,2,PB,baixa,CABEDELO
